200,\N,"2021-11-18 00:28:08",\N,240,1
201,\N,"2021-11-18 00:31:01",\N,241,1
202,\N,"2021-11-18 00:34:27",\N,242,1
203,"{\"level\":\"전문가\",\"resource\":\"맛, 향\",\"problem\":\"커피 등 대체재에 비해 다양성 부족\",\"path\":\"기타\",\"information\":\"자신의 티 취향 알아보기\"}","2021-11-18 00:35:18","2021-11-18 00:35:41",243,1
204,"{\"level\":\"전문가\",\"resource\":-1,\"problem\":-1,\"path\":-1,\"information\":-1}","2021-11-18 01:12:14","2021-11-18 01:12:19",244,1
205,"{\"level\":\"전문가\",\"resource\":\"기타: 으아아 기타 1번\",\"problem\":\"기타: 기타 2번\",\"path\":\"커뮤니티(다음카페, 밴드 등)\",\"information\":\"티와 함께 즐기기 좋은 디저트\"}","2021-11-18 01:14:07","2021-11-18 01:14:33",245,1
206,"{\"level\":\"초보\",\"resource\":\"맛, 향\",\"problem\":\"기타: 입맛에 맞는 티를 찾기까지의 도전이 필요한 점\",\"path\":\"주변의 추천\",\"information\":\"자신의 티 취향 알아보기\"}","2021-11-18 01:37:20","2021-11-18 01:38:36",246,1
207,"{\"level\":\"초보\",\"resource\":\"기타: 디저트랑 잘 어울리는지\",\"problem\":\"기타: 맛이 어렵다\",\"path\":\"기타: 직접 경험\",\"information\":\"기타: 티 칵테일 만드는 방법\"}","2021-11-18 01:37:46","2021-11-18 01:38:45",247,1
208,"{\"level\":\"보통\",\"resource\":\"효능\",\"problem\":\"기타\",\"path\":\"기타\",\"information\":\"기타\"}","2021-11-18 01:53:11","2021-11-18 01:53:49",250,1
209,"{\"level\":\"보통\",\"resource\":\"맛, 향\",\"problem\":\"티 문화 자체에 대한 진입장벽\",\"path\":\"건강에 대한 관심\",\"information\":\"티와 함께 즐기기 좋은 디저트\"}","2021-11-18 01:57:10","2021-11-18 01:57:19",251,1
210,"{\"level\":\"보통\",\"resource\":\"효능\",\"problem\":\"가격적인 메리트 부족\",\"path\":\"미디어 (유튜브, SNS 등)\",\"information\":\"자신의 티 취향 알아보기\"}","2021-11-18 01:57:28","2021-11-18 01:57:34",252,1
211,"{\"level\":\"전문가\",\"resource\":-1,\"problem\":-1,\"path\":-1,\"information\":-1}","2021-11-18 01:59:00","2021-11-18 01:59:02",253,1
212,"{\"level\":\"보통\",\"resource\":\"맛, 향\",\"problem\":\"구매 경로의 문제\",\"path\":\"건강에 대한 관심\",\"information\":\"다양한 티에 대한 정보\"}","2021-11-18 02:00:43","2021-11-18 02:00:55",254,1
213,\N,"2021-11-18 02:06:32",\N,255,1
214,\N,"2021-11-18 02:07:55",\N,257,1
215,"{\"level\":\"초보\",\"resource\":\"맛, 향\",\"problem\":\"커피 등 대체재에 비해 다양성 부족\",\"path\":\"오프라인 스토어\",\"information\":\"티를 맛있게 즐기는 방법\"}","2021-11-18 02:08:06","2021-11-18 02:08:48",257,1
216,"{\"level\":\"초보\",\"resource\":\"맛, 향\",\"problem\":\"커피 등 대체재에 비해 다양성 부족\",\"path\":\"오프라인 스토어\",\"information\":\"티와 함께 즐기기 좋은 디저트\"}","2021-11-18 03:03:36","2021-11-18 03:03:56",258,1
217,"{\"level\":\"보통\",\"resource\":\"효능\",\"problem\":\"커피 등 대체재에 비해 다양성 부족\",\"path\":\"미디어 (유튜브, SNS 등)\",\"information\":\"자신의 티 취향 알아보기\"}","2021-11-18 03:14:32","2021-11-18 03:14:41",266,1
218,"{\"level\":\"초보\",\"resource\":\"맛, 향\",\"problem\":\"커피 등 대체재에 비해 다양성 부족\",\"path\":\"건강에 대한 관심\",\"information\":\"티와 함께 즐기기 좋은 디저트\"}","2021-11-18 15:29:43","2021-11-18 15:29:59",279,1
