305,"레몬+오렌지+녹차","찰스초이","과일차, 녹차","과일, 시트러스, 구수","O","기분전환,소화",\N,"https://smartstore.naver.com/charlesplant/products/5542898467?NaPm=ct%3Dkvzksxdd%7Cci%3Dcheckout%7Ctr%3Dppc%7Ctrx%3D%7Chk%3D7a76f85fe2cf3028806f07543e59cbc5f0c429bc","1400","21","2021-11-14 21:16:36","2021-11-14 21:16:36"
306,"레몬+오렌지+호박팥","찰스초이","과일차, 전통차","과일, 시트러스, 구수","X","기분전환,다이어트및피부관리",\N,"https://smartstore.naver.com/charlesplant/products/5542898467?NaPm=ct%3Dkvzksxdd%7Cci%3Dcheckout%7Ctr%3Dppc%7Ctrx%3D%7Chk%3D7a76f85fe2cf3028806f07543e59cbc5f0c429bc","1400","27","2021-11-14 21:16:36","2021-11-14 21:16:36"
307,"레몬+오렌지+루이보스","찰스초이","과일차, 허브차","과일, 시트러스,허브","X","기분전환,소화",\N,"https://smartstore.naver.com/charlesplant/products/5542898467?NaPm=ct%3Dkvzksxdd%7Cci%3Dcheckout%7Ctr%3Dppc%7Ctrx%3D%7Chk%3D7a76f85fe2cf3028806f07543e59cbc5f0c429bc","1400","24","2021-11-14 21:16:36","2021-11-14 21:16:36"
308,"레몬+오렌지+레몬밤","찰스초이","과일차,허브차","과일, 시트러스,허브","X","기분전환",\N,"https://smartstore.naver.com/charlesplant/products/5542898467?NaPm=ct%3Dkvzksxdd%7Cci%3Dcheckout%7Ctr%3Dppc%7Ctrx%3D%7Chk%3D7a76f85fe2cf3028806f07543e59cbc5f0c429bc","1400","0","2021-11-14 21:16:36","2021-11-14 21:16:36"
309,"레몬+오렌지+페퍼민트","찰스초이","과일차, 모험","과일, 시트러스, 매운/민트","X","기분전환,소화",\N,"https://smartstore.naver.com/charlesplant/products/5542898467?NaPm=ct%3Dkvzksxdd%7Cci%3Dcheckout%7Ctr%3Dppc%7Ctrx%3D%7Chk%3D7a76f85fe2cf3028806f07543e59cbc5f0c429bc","1400","25","2021-11-14 21:16:36","2021-11-14 21:16:36"
310,"레몬+오렌지+히비스커스","찰스초이","과일차, 허브차","과일, 시트러스, 허브","X","기분전환,에너지",\N,"https://smartstore.naver.com/charlesplant/products/5542898467?NaPm=ct%3Dkvzksxdd%7Cci%3Dcheckout%7Ctr%3Dppc%7Ctrx%3D%7Chk%3D7a76f85fe2cf3028806f07543e59cbc5f0c429bc","1400","26","2021-11-14 21:16:36","2021-11-14 21:16:36"
311,"레몬+오렌지+자몽","찰스초이","과일차","과일, 시트러스","X","기분전환",\N,"https://smartstore.naver.com/charlesplant/products/5542898467?NaPm=ct%3Dkvzksxdd%7Cci%3Dcheckout%7Ctr%3Dppc%7Ctrx%3D%7Chk%3D7a76f85fe2cf3028806f07543e59cbc5f0c429bc","1400","0","2021-11-14 21:16:36","2021-11-14 21:16:36"
312,"비타콜라다","티퍼블릭","과일차","과일,달콤","X","에너지,기분전환",\N,"https://smartstore.naver.com/teapublic/products/5260445485?NaPm=ct%3Dkvzku4us%7Cci%3Dcheckout%7Ctr%3Dppc%7Ctrx%3D%7Chk%3D60aa5f49d537dd10bf001530d98156c489d11447","1500","25","2021-11-14 21:16:36","2021-11-14 21:16:36"
313,"멜로우허브스파이스","티퍼블릭","전통차,허브차","매운/민트, 허브","X","추운날,건강",\N,"https://smartstore.naver.com/teapublic/products/5260445485?NaPm=ct%3Dkvzku4us%7Cci%3Dcheckout%7Ctr%3Dppc%7Ctrx%3D%7Chk%3D60aa5f49d537dd10bf001530d98156c489d11447","1500","29","2021-11-14 21:16:36","2021-11-14 21:16:36"
314,"골든에일아이스","티퍼블릭","과일차","과일, 달콤","X","에너지,기분전환",\N,"https://smartstore.naver.com/teapublic/products/5260445485?NaPm=ct%3Dkvzku4us%7Cci%3Dcheckout%7Ctr%3Dppc%7Ctrx%3D%7Chk%3D60aa5f49d537dd10bf001530d98156c489d11447","1500","25","2021-11-14 21:16:36","2021-11-14 21:16:36"
315,"블랙벨벳바인","티퍼블릭","과일차","과일,달콤","X","에너지,기분전환",\N,"https://smartstore.naver.com/teapublic/products/5260445485?NaPm=ct%3Dkvzku4us%7Cci%3Dcheckout%7Ctr%3Dppc%7Ctrx%3D%7Chk%3D60aa5f49d537dd10bf001530d98156c489d11447","1500","26","2021-11-14 21:16:36","2021-11-14 21:16:36"
316,"시나페어","티퍼블릭","과일차","과일,달콤","X","에너지,기분전환",\N,"https://smartstore.naver.com/teapublic/products/5260445485?NaPm=ct%3Dkvzku4us%7Cci%3Dcheckout%7Ctr%3Dppc%7Ctrx%3D%7Chk%3D60aa5f49d537dd10bf001530d98156c489d11447","1500","30","2021-11-14 21:16:36","2021-11-14 21:16:36"
